geneid	chr	s1	s2
KLHL20|27252	chr1	173684080	173755838
KLHL21|9903	chr1	6650779	6662929
KLHL22|84861	chr22	20795806	20850122
KLHL23|151230	chr2	170551001	170606438
KLHL24|54800	chr3	183353411	183402302
KLHL25|64410	chr15	86302561	86338189
KLHL26|55295	chr19	18747838	18781302
KLHL28|54813	chr14	45393528	45431179
KLHL29|114818	chr2	23755455	23931481
KLHL2|11275	chr4	166128770	166244307
KLHL30|377007	chr2	239049417	239061547
KLHL31|401265	chr6	53512700	53530506
KLHL32|114792	chr6	97372496	97588630
KLHL33|123103	chr14	20897009	20898594
KLHL34|257240	chr23	21673609	21676448
KLHL35|283212	chr11	75133438	75141233
KLHL36|79786	chr16	84682131	84695915
KLHL38|340359	chr8	124657915	124665190
KLHL3|26249	chr5	136953190	137071779
KLHL4|56062	chr23	86772715	86925050
KLHL5|51088	chr4	39046659	39123828
KLHL6|89857	chr3	183205321	183273499
KLHL7|55975	chr7	23145353	23215036
KLHL8|57563	chr4	88082214	88141674
KLHL9|55958	chr9	21324054	21335429
KLK10|5655	chr19	51516001	51523431
KLK11|11012	chr19	51525487	51531290
KLK12|43849	chr19	51532348	51538148
KLK13|26085	chr19	51559464	51568367
KLK14|43847	chr19	51581154	51587502
KLK15|55554	chr19	51328546	51334779
KLK1|3816	chr19	51322404	51327043
KLK2|3817	chr19	51376689	51383822
KLK3|354	chr19	51358171	51364020
KLK4|9622	chr19	51409608	51413994
KLK5|25818	chr19	51446561	51456344
KLK6|5653	chr19	51461888	51472929
KLK7|5650	chr19	51479730	51487150
KLK8|11202	chr19	51499264	51506516
KLK9|284366	chr19	51499264	51512890
KLKB1|3818	chr4	187148672	187179624
KLKP1|606293	chr19	51385354	51399654
KLRA1|10748	chr12	10741078	10752434
KLRAQ1|129285	chr2	48667908	48742524
KLRB1|3820	chr12	9747871	9760497
KLRC1|3821	chr12	10594863	10606984
KLRC2|3822	chr12	10579193	10588592
KLRC3|3823	chr12	10564918	10588592
KLRC4|8302	chr12	10559985	10562356
KLRD1|3824	chr12	10457050	10469849
KLRF1|51348	chr12	9980077	9997601
KLRG1|10219	chr12	9142221	9163338
KLRG2|346689	chr7	139138089	139168457
KLRK1|22914	chr12	10524953	10562745
KL|9365	chr13	33590201	33640281
KMO|8564	chr1	241695680	241758943
KNCN|148930	chr1	47011316	47016887
KNDC1|85442	chr10	134973971	135039916
KNG1|3827	chr3	186435120	186461741
KNTC1|9735	chr12	123011809	123110946
KPNA1|3836	chr3	122140748	122233786
KPNA2|3838	chr17	66031848	66042969
KPNA3|3839	chr13	50273443	50367057
KPNA4|3840	chr3	160217963	160283376
KPNA5|3841	chr6	117002367	117063029
KPNA6|23633	chr1	32573644	32642166
KPNA7|402569	chr7	98771197	98805089
KPNB1|3837	chr17	45727275	45761004
KPRP|448834	chr1	152730506	152734529
KPTN|11133	chr19	47978401	47987521
KRAS|3845	chr12	25358180	25403863
KRBA1|84626	chr7	149412102	149431662
KRBA2|124751	chr17	8271973	8280029
KRCC1|51315	chr2	88326724	88355248
KREMEN1|83999	chr22	29469066	29564321
KREMEN2|79412	chr16	3014217	3018380
KRI1|65095	chr19	10663761	10676702
KRIT1|889	chr7	91828283	91875414
KRR1|11103	chr12	75891421	75905418
KRT10|3858	chr17	38974370	38978863
KRT12|3859	chr17	39017430	39023462
KRT13|3860	chr17	39657233	39661865
KRT14|3861	chr17	39738533	39743147
KRT15|3866	chr17	39669998	39678026
KRT16|3868	chr17	39766033	39769079
KRT17|3872	chr17	39775692	39780882
KRT18|3875	chr12	53342655	53346684
KRT19|3880	chr17	39679870	39684641
KRT1|3848	chr12	53068520	53074191
KRT20|54474	chr17	39032195	39041479
KRT222|125113	chr17	38804829	38821416
KRT23|25984	chr17	39078952	39093836
KRT24|192666	chr17	38854244	38860002
KRT25|147183	chr17	38904274	38911584
KRT26|353288	chr17	38922492	38928411
KRT27|342574	chr17	38933061	38938786
KRT28|162605	chr17	38948448	38956211
KRT2|3849	chr12	53038343	53045959
KRT31|3881	chr17	39549979	39553844
KRT32|3882	chr17	39615766	39623638
KRT33A|3883	chr17	39502371	39507056
KRT33B|3884	chr17	39519747	39526047
KRT34|3885	chr17	39533923	39538636
KRT35|3886	chr17	39632942	39637392
KRT36|8689	chr17	39642390	39646116
KRT37|8688	chr17	39576809	39580822
KRT38|8687	chr17	39592621	39597596
KRT39|390792	chr17	39114669	39123144
KRT3|3850	chr12	53183470	53189892
KRT40|125115	chr17	39133968	39143387
KRT4|3851	chr12	53200334	53208335
KRT5|3852	chr12	52908361	52914243
KRT6A|3853	chr12	52880959	52887181
KRT6B|3854	chr12	52840437	52845910
KRT6C|286887	chr12	52862301	52867569
KRT71|112802	chr12	52937694	52946931
KRT72|140807	chr12	52979373	52995322
KRT73|319101	chr12	53001355	53012343
KRT74|121391	chr12	52959603	52967609
KRT75|9119	chr12	52817854	52828110
KRT76|51350	chr12	53161940	53171129
KRT77|374454	chr12	53083412	53097247
KRT78|196374	chr12	53232746	53242778
KRT79|338785	chr12	53215232	53228077
KRT7|3855	chr12	52626954	52642709
KRT80|144501	chr12	52562781	52585784
KRT81|3887	chr12	52679699	52702155
KRT82|3888	chr12	52787735	52800176
KRT83|3889	chr12	52708085	52715182
KRT84|3890	chr12	52771596	52779417
KRT85|3891	chr12	52753792	52761309
KRT86|3892	chr12	52643084	52702945
KRT8|3856	chr12	53290971	53343626
KRT9|3857	chr17	39722096	39728310
KRTAP1-1|81851	chr17	39196811	39197713
KRTAP1-3|81850	chr17	39190139	39191107
KRTAP1-5|83895	chr17	39182281	39183454
KRTAP10-10|353333	chr21	46057273	46058370
KRTAP10-11|386678	chr21	46066331	46067564
KRTAP10-12|386685	chr21	46117087	46117959
KRTAP10-1|386677	chr21	45959068	45960078
KRTAP10-2|386679	chr21	45970318	45971388
KRTAP10-3|386682	chr21	45977906	45978643
KRTAP10-4|386672	chr21	45993606	45994987
KRTAP10-5|386680	chr21	45999564	46000481
KRTAP10-6|386674	chr21	46011150	46012386
KRTAP10-7|386675	chr21	46020497	46022083
KRTAP10-8|386681	chr21	46031996	46032871
KRTAP10-9|386676	chr21	46047040	46048294
KRTAP11-1|337880	chr21	32252966	32253874
KRTAP12-1|353332	chr21	46101493	46102078
KRTAP12-2|353323	chr21	46086107	46086844
KRTAP12-3|386683	chr21	46077849	46078257
KRTAP12-4|386684	chr21	46074130	46074576
KRTAP13-1|140258	chr21	31768392	31769136
KRTAP13-2|337959	chr21	31743710	31744557
KRTAP13-3|337960	chr21	31797711	31798230
KRTAP13-4|284827	chr21	31802594	31803074
KRTAP15-1|254950	chr21	31812646	31813097
KRTAP17-1|83902	chr17	39471171	39471947
KRTAP19-1|337882	chr21	31852366	31852636
KRTAP19-2|337969	chr21	31859511	31859667
KRTAP19-3|337970	chr21	31863782	31864275
KRTAP19-4|337971	chr21	31869175	31869428
KRTAP19-5|337972	chr21	31874191	31874408
KRTAP19-6|337973	chr21	31913854	31914181
KRTAP19-7|337974	chr21	31933418	31933608
KRTAP19-8|728299	chr21	32410479	32410795
KRTAP2-1|81872	chr17	39202798	39203568
KRTAP2-2|728279	chr17	39210753	39211463
KRTAP2-4|85294	chr17	39221369	39222131
KRTAP20-1|337975	chr21	31988774	31988943
KRTAP20-2|337976	chr21	32007583	32007779
KRTAP20-3|337985	chr21	32015183	32015455
KRTAP20-4|100151643	chr21	31992946	31993169
KRTAP21-1|337977	chr21	32127459	32127696
KRTAP21-2|337978	chr21	32119271	32119520
KRTAP22-1|337979	chr21	31973440	31973585
KRTAP23-1|337963	chr21	31720717	31720924
KRTAP24-1|643803	chr21	31653629	31655276
KRTAP25-1|100131902	chr21	31661463	31661832
KRTAP26-1|388818	chr21	31691452	31692607
KRTAP27-1|643812	chr21	31709331	31710012
KRTAP3-1|83896	chr17	39164774	39165366
KRTAP3-2|83897	chr17	39155446	39156138
KRTAP3-3|85293	chr17	39149682	39150385
KRTAP4-11|653240	chr17	39273436	39274606
KRTAP4-12|83755	chr17	39279347	39280419
KRTAP4-1|85285	chr17	39340354	39363126
KRTAP4-2|85291	chr17	39333700	39334460
KRTAP4-3|85290	chr17	39323485	39324424
KRTAP4-4|84616	chr17	39315908	39316983
KRTAP4-5|85289	chr17	39305178	39306054
KRTAP4-7|100132476	chr17	39240459	39241394
KRTAP4-8|728224	chr17	39253236	39254375
KRTAP4-9|100132386	chr17	39261641	39262738
KRTAP5-10|387273	chr11	71276609	71277666
KRTAP5-11|440051	chr11	71292903	71293921
KRTAP5-1|387264	chr11	1605572	1606513
KRTAP5-2|440021	chr11	1618409	1619524
KRTAP5-3|387266	chr11	1628795	1629693
KRTAP5-4|387267	chr11	1642188	1643368
KRTAP5-5|439915	chr11	1651033	1652157
KRTAP5-6|440023	chr11	1718425	1718984
KRTAP5-7|440050	chr11	71238313	71239210
KRTAP5-8|57830	chr11	71249071	71250253
KRTAP5-9|3846	chr11	71259466	71260653
KRTAP6-1|337966	chr21	31986006	31986223
KRTAP6-2|337967	chr21	31971006	31971193
KRTAP6-3|337968	chr21	31964759	31965373
KRTAP7-1|337878	chr21	32201360	32202051
KRTAP8-1|337879	chr21	32185016	32185570
KRTAP9-2|83899	chr17	39382900	39383903
KRTAP9-4|85280	chr17	39405939	39406904
KRTAP9-8|83901	chr17	39394270	39395255
KRTAP9-9|81870	chr17	39388752	39412615
KRTCAP2|200185	chr1	155141885	155145804
KRTCAP3|200634	chr2	27665263	27667163
KRTDAP|388533	chr19	35978230	35981356
KSR1|8844	chr17	25799036	25953461
KSR2|283455	chr12	117890817	118406028
KTELC1|56983	chr3	119187785	119213552
KTI12|112970	chr1	52497777	52499472
KTN1|3895	chr14	56046925	56151301
KYNU|8942	chr2	143635195	143799884
KY|339855	chr3	134318767	134370478
L1CAM|3897	chr23	153126974	153151584
L1TD1|54596	chr1	62660496	62677998
L2HGDH|79944	chr14	50704287	50778947
L3MBTL2|83746	chr22	41601313	41627274
L3MBTL3|84456	chr6	130339734	130462584
L3MBTL4|91133	chr18	5954706	6414910
L3MBTL|26013	chr20	42136350	42179593
LACE1|246269	chr6	108616098	108844249
LACRT|90070	chr12	55024623	55028663
LACTB2|51110	chr8	71547553	71581447
LACTB|114294	chr15	63414032	63434254
LAD1|3898	chr1	201349968	201368669
LAG3|3902	chr12	6881670	6887619
LAGE3|8270	chr23	153705241	153707596
LAIR1|3903	chr19	54865235	54882164
LAIR2|3904	chr19	55009100	55021895
LALBA|3906	chr12	48961468	48963829
LAMA1|284217	chr18	6941888	7117813
LAMA2|3908	chr6	129204286	129837708
LAMA3|3909	chr18	21269562	21535027
LAMA4|3910	chr6	112429134	112575828
LAMA5|3911	chr20	60884123	60942368
LAMB1|3912	chr7	107564246	107643804
LAMB2L|22973	chr3	49190293	49191834
LAMB2|3913	chr3	49158548	49170599
LAMB3|3914	chr1	209788220	209825820
LAMB4|22798	chr7	107663996	107770801
LAMC1|3915	chr1	182992595	183114726
LAMC2|3918	chr1	183155174	183214262
LAMC3|10319	chr9	133884504	133968446
LAMP1|3916	chr13	113951469	113977741
LAMP2|3920	chr23	119560004	119603204
LAMP3|27074	chr3	182840004	182880667
LANCL1|10314	chr2	211295974	211341499
LANCL2|55915	chr7	55433141	55501433
LANCL3|347404	chr23	37430822	37536749
LAP3|51056	chr4	17578927	17609590
LAPTM4A|9741	chr2	20232412	20251789
LAPTM4B|55353	chr8	98787809	98864829
LAPTM5|7805	chr1	31205315	31230683
LARGE|9215	chr22	33669063	34318584
LARP1B|55132	chr4	128982503	129144080
LARP1|23367	chr5	154092462	154197161
LARP4B|23185	chr10	855484	931702
LARP4|113251	chr12	50794650	50873788
LARP6|55323	chr15	71123891	71146498
LARP7|51574	chr4	113558120	113578741
LARS2|23395	chr3	45430075	45590328
LARS|51520	chr5	145492589	145562294
LAS1L|81887	chr23	64732463	64754667
LASP1|3927	chr17	37026112	37078022
LASS1|10715	chr19	18988719	19007536
LASS2|29956	chr1	150937650	150947440
LASS3|204219	chr15	100940601	101084925
LASS4|79603	chr19	8274217	8327302
LASS5|91012	chr12	50523582	50561097
LASS6|253782	chr2	169312835	169631152
LAT2|7462	chr7	73624087	73644163
LATS1|9113	chr6	149982051	150039392
LATS2|26524	chr13	21547178	21635722
LAT|27040	chr16	28996147	29002096
LAX1|54900	chr1	203734284	203745478
LAYN|143903	chr11	111411233	111431788
LBH|81606	chr2	30454397	30482899
LBP|3929	chr20	36974885	37005653
LBR|3930	chr1	225589205	225616519
LBX1|10660	chr10	102986734	102988717
LBX2|85474	chr2	74724645	74730443
LBXCOR1|390598	chr15	68117941	68126174
LCA5L|150082	chr21	40777772	40817731
LCA5|167691	chr6	80194709	80247147
LCAT|3931	chr16	67973787	67978015
LCE1A|353131	chr1	152799949	152800280
LCE1B|353132	chr1	152784447	152785585
LCE1C|353133	chr1	152777311	152779107
LCE1D|353134	chr1	152769227	152770656
LCE1E|353135	chr1	152758753	152760898
LCE1F|353137	chr1	152748848	152749203
LCE2A|353139	chr1	152670840	152671916
LCE2B|26239	chr1	152658599	152659874
LCE2C|353140	chr1	152647771	152649047
LCE2D|353141	chr1	152635872	152637134
LCE3A|353142	chr1	152595311	152595579
LCE3B|353143	chr1	152586287	152586573
LCE3C|353144	chr1	152573138	152573562
LCE3D|84648	chr1	152551861	152552980
LCE3E|353145	chr1	152538131	152539248
LCE4A|199834	chr1	152681523	152681910
LCE5A|254910	chr1	152483320	152484652
LCE6A|448835	chr1	152815330	152816458
LCK|3932	chr1	32716840	32751765
LCLAT1|253558	chr2	30670123	30867090
LCMT1|51451	chr16	25123047	25189551
LCMT2|9836	chr15	43619976	43622891
LCN10|414332	chr9	139632628	139642980
LCN12|286256	chr9	139846772	139849948
LCN15|389812	chr9	139654087	139658965
LCN1|3933	chr9	138413286	138418378
LCN2|3934	chr9	130911732	130915734
LCN6|158062	chr9	139638469	139642980
LCN8|138307	chr9	139648840	139652731
LCN9|392399	chr9	138555168	138557755
LCNL1|401562	chr9	139877445	139880210
LCORL|254251	chr4	17844844	18023385
LCOR|84458	chr10	98592039	98718665
LCP1|3936	chr13	46700059	46756459
LCP2|3937	chr5	169675088	169724822
LCTL|197021	chr15	66840539	66858317
LCT|3938	chr2	136545415	136594750
LDB1|8861	chr10	103867327	103880210
LDB2|9079	chr4	16503167	16900424
LDB3|11155	chr10	88426551	88495822
LDHAL6A|160287	chr11	18477374	18501147
LDHAL6B|92483	chr15	59499042	59500707
LDHA|3939	chr11	18415936	18429765
LDHB|3945	chr12	21788276	21810776
LDHC|3948	chr11	18433853	18472792
LDHD|197257	chr16	75145759	75150665
LDLRAD1|388633	chr1	54474506	54483803
LDLRAD2|401944	chr1	22138758	22151714
LDLRAD3|143458	chr11	35965612	36252841
LDLRAP1|26119	chr1	25870076	25895375
LDLR|3949	chr19	11200057	11244503
LDOC1L|84247	chr22	44888450	44894005
LDOC1|23641	chr23	140269940	140271310
LEAP2|116842	chr5	132209358	132210581
LECT1|11061	chr13	53277400	53313947
LECT2|3950	chr5	135282600	135290723
LEF1|51176	chr4	108968701	109089578
LEFTY1|10637	chr1	226073983	226111965
LEFTY2|7044	chr1	226124303	226128920
LEKR1|389170	chr3	156544076	156763918
LELP1|149018	chr1	153175919	153177594
LEMD1|93273	chr1	205350513	205391181
LEMD2|221496	chr6	33738991	33756906
LEMD3|23592	chr12	65563371	65642107
LENEP|55891	chr1	154966062	154966790
LENG1|79165	chr19	54659382	54663446
LENG8|114823	chr19	54960065	54973196
LENG9|94059	chr19	54972981	54974894
LEO1|123169	chr15	52230225	52263958
LEPRE1|64175	chr1	43212006	43232755
LEPREL1|55214	chr3	189674519	189840226
LEPREL2|10536	chr12	6936770	6949018
LEPROTL1|23484	chr8	29952922	29995222
LEPROT|54741	chr1	65886318	65898249
LEPR|3953	chr1	65886318	66102820
LEP|3952	chr7	127881331	127897682
LETM1|3954	chr4	1813208	1857974
LETM2|137994	chr8	38244020	38266061
LETMD1|25875	chr12	51442084	51454206
LEUTX|342900	chr19	40267234	40276773
LFNG|3955	chr7	2559479	2568808
LGALS12|85329	chr11	63273524	63284246
LGALS13|29124	chr19	40093169	40098113
LGALS14|56891	chr19	40194946	40200087
LGALS1|3956	chr22	38071613	38075807
LGALS2|3957	chr22	37966254	37976024
LGALS3BP|3959	chr17	76967336	76976061
LGALS3|3958	chr14	55595872	55612147
LGALS4|3960	chr19	39292312	39303740
LGALS7B|653499	chr19	39279850	39282393
LGALS7|3963	chr19	39261608	39264157
LGALS8|3964	chr1	236681565	236712996
LGALS9B|284194	chr17	20353176	20370848
LGALS9C|654346	chr17	18380099	18398258
LGALS9|3965	chr17	25958174	25976585
LGI1|9211	chr10	95517566	95557922
LGI2|55203	chr4	25000471	25032414
LGI3|203190	chr8	22004345	22014344
LGI4|163175	chr19	35615417	35633355
LGMN|5641	chr14	93170157	93215012
LGR4|55366	chr11	27387510	27494334
LGR5|8549	chr12	71833813	71980086
LGR6|59352	chr1	202163118	202288888
LGSN|51557	chr6	63985857	64029882
LGTN|1939	chr1	206764974	206785904
LHB|3972	chr19	49519238	49520347
LHCGR|3973	chr2	48913921	48982880
LHFPL1|340596	chr23	111873880	111923375
LHFPL2|10184	chr5	77781040	77944648
LHFPL3|375612	chr7	103969104	104549001
LHFPL4|375323	chr3	9540046	9595486
LHFPL5|222662	chr6	35773071	35791852
LHFP|10186	chr13	39917030	40177356
LHPP|64077	chr10	126150412	126302709
LHX1|3975	chr17	35294499	35300494
LHX2|9355	chr9	126773889	126795442
LHX3|8022	chr9	139088098	139096955
LHX4|89884	chr1	180199442	180244188
LHX5|64211	chr12	113900694	113909877
LHX6|26468	chr9	124964860	124991019
LHX8|431707	chr1	75594119	75627216
LHX9|56956	chr1	197881635	197901715
LIAS|11019	chr4	39460665	39479269
LIFR|3977	chr5	38475065	38595507
LIF|3976	chr22	30636442	30642796
LIG1|3978	chr19	48618703	48673560
LIG3|3980	chr17	33307538	33332088
LIG4|3981	chr13	108859794	108870716
LILRA1|11024	chr19	55105113	55112540
LILRA2|11027	chr19	55084482	55107956
LILRA3|11026	chr19	54799857	54804238
LILRA4|23547	chr19	54844693	54850421
LILRA5|353514	chr19	54818354	54824409
LILRA6|79168	chr19	54720147	54804238
LILRB1|10859	chr19	55128629	55149002
LILRB2|10288	chr19	54777676	54785033
LILRB3|11025	chr19	54720147	54746724
LILRB4|11006	chr19	55155340	55179844
LILRB5|10990	chr19	54754269	54761167
LILRP2|79166	chr19	55219601	55224887
LIM2|3982	chr19	51883163	51891210
LIMA1|51474	chr12	50569565	50677353
LIMCH1|22998	chr4	41362804	41702059
LIMD1|8994	chr3	45636323	45722754
LIMD2|80774	chr17	61773250	61778045
LIME1|54923	chr20	62367053	62370459
LIMK1|3984	chr7	73498156	73536854
LIMK2|3985	chr22	31608250	31676064
LIMS1|3987	chr2	109150857	109300887
LIMS2|55679	chr2	128395997	128439360
LIMS3-LOC440895|100271835	chr2	110656009	110726147
LIMS3|96626	chr2	110656042	110664032
LIN28A|79727	chr1	26737269	26756218
LIN28B|389421	chr6	105404923	105531206
LIN37|55957	chr19	36239512	36245419
LIN52|91750	chr14	74551656	74667117
LIN54|132660	chr4	83845756	83934040
LIN7A|8825	chr12	81191171	81331694
LIN7B|64130	chr19	49617618	49621716
LIN7C|55327	chr11	27515971	27528326
LIN9|286826	chr1	226418861	226497570
LINGO1|84894	chr15	77905369	77988475
LINGO2|158038	chr9	27948528	28719303
LINGO3|645191	chr19	2289774	2308156
LINGO4|339398	chr1	151772765	151777882
LINS1|55180	chr15	101109436	101142404
LIPA|3988	chr10	90973328	91174382
LIPC|3990	chr15	58702775	58861072
LIPE|3991	chr19	42905667	42931578
LIPF|8513	chr10	90424094	90438572
LIPG|9388	chr18	47088427	47119276
LIPH|200879	chr3	185225571	185270369
LIPI|149998	chr21	15481137	15579254
LIPJ|142910	chr10	90346519	90366732
LIPK|643414	chr10	90484301	90512511
LIPM|340654	chr10	90562487	90580303
LIPN|643418	chr10	90521163	90537997
LIPT1|51601	chr2	99771418	99779611
LIPT2|387787	chr11	74202924	74204755
LITAF|9516	chr16	11641582	11681322
LIX1L|128077	chr1	145477085	145501636
LIX1|167410	chr5	96427575	96478520
LLGL1|3996	chr17	18128936	18148186
LLGL2|3993	chr17	73521783	73571289
LLPH|84298	chr12	66516850	66563807
LMAN1L|79748	chr15	75105153	75119208
LMAN1|3998	chr18	56995058	57026508
LMAN2L|81562	chr2	97371669	97405813
LMAN2|10960	chr5	176758564	176778885
LMBR1L|55716	chr12	49490925	49504680
LMBR1|64327	chr7	156473571	156685902
LMBRD1|55788	chr6	70385751	70506888
LMBRD2|92255	chr5	36103414	36152015
LMCD1|29995	chr3	8543511	8609805
LMF1|64788	chr16	903635	1031318
LMF2|91289	chr22	50941376	50946135
LMLN|89782	chr3	197687071	197770589
LMNA|4000	chr1	156052369	156109878
LMNB1|4001	chr5	126112833	126172709
LMNB2|84823	chr19	2428165	2456958
LMO1|4004	chr11	8245857	8290182
LMO2|4005	chr11	33880125	33913836
LMO3|55885	chr12	16701307	16762758
LMO4|8543	chr1	87794151	87814603
LMO7|4008	chr13	76194570	76434004
LMOD1|25802	chr1	201865585	201915716
LMOD2|442721	chr7	123295861	123304147
LMOD3|56203	chr3	69156039	69171746
LMTK2|22853	chr7	97736197	97835601
LMTK3|114783	chr19	48988530	49016446
LMX1A|4009	chr1	165171105	165325475
LMX1B|4010	chr9	129376748	129463311
LNP1|348801	chr3	100120037	100175169
LNPEP|4012	chr5	96271346	96365115
LNX1|84708	chr4	54326439	54518682
LNX2|222484	chr13	28120052	28195244
LOC100009676|100009676	chr3	101395274	101398055
LOC100101266|100101266	chr19	24344995	24346249
LOC100101938|100101938	chr13	19836941	19919113
LOC100124692|100124692	chr7	141870970	141921088
LOC100125556|100125556	chr3	125635444	125648865
LOC100126784|100126784	chr11	19732481	19736146
LOC100127888|100127888	chr20	61294380	61297973
LOC100128023|100128023	chr3	193710884	193712027
LOC100128076|100128076	chr9	94895116	94900911
LOC100128164|100128164	chr3	169661774	169684522
LOC100128191|100128191	chr12	98906753	98910004
LOC100128239|100128239	chr11	133902167	133911236
LOC100128288|100128288	chr17	8261731	8263859
LOC100128292|100128292	chr10	79686570	79689582
LOC100128542|100128542	chr7	150446824	150487835
LOC100128554|100128554	chr12	126927027	126957330
LOC100128573|100128573	chr19	7537725	7538247
LOC100128640|100128640	chr3	38492524	38496311
LOC100128675|100128675	chr19	35549964	35597208
LOC100128788|100128788	chr16	2787077	2802601
LOC100128811|100128811	chr10	25447001	25465205
LOC100128822|100128822	chr7	152161209	152162628
LOC100128842|100128842	chr1	1193438	1196954
LOC100128977|100128977	chr17	43920723	43972879
LOC100129034|100129034	chr9	127115752	127121461
LOC100129055|100129055	chr10	38464599	38503272
LOC100129066|100129066	chr9	92254698	92334674
LOC100129387|100129387	chr15	50646371	50650501
LOC100129534|100129534	chr1	2281853	2284100
LOC100129550|100129550	chr3	122605360	122611262
LOC100129637|100129637	chr16	87731749	87739290
LOC100129716|100129716	chr5	90676164	90716531
LOC100129726|100129726	chr2	43454350	43455994
LOC100129935|100129935	chr19	40129325	40133041
LOC100130015|100130015	chr16	90106171	90114181
LOC100130093|100130093	chr1	227916240	227922053
LOC100130148|100130148	chr17	43973149	43976163
LOC100130238|100130238	chr12	132851977	132857486
LOC100130264|100130264	chr20	19222946	19265240
LOC100130274|100130274	chr8	144788865	144790279
LOC100130331|100130331	chr1	238025475	238091617
LOC100130386|100130386	chr13	114451484	114454062
LOC100130522|100130522	chr18	77905807	77936313
LOC100130557|100130557	chr1	41154752	41157933
